OBJECTID,INTR_ID,GIS_XCOORD,GIS_YCOORD,COMPKEY,COMPTYPE,UNITID,SUBAREA,UNITDESC,ARTERIALCLASSCD,SHAPE,SIGNAL_MAINT_DIST,SIGNAL_TYPE
1370410,19451,1286635.599429999943823,187911.786099999997532,38322,13,306718,SE,55TH AVE S AND S BANGOR ST,2,"(47.50613021400005, -122.26479702599994)", ,NONE
1370411,16631,1287016.520259999902919,202471.119490000011865,33739,13,67755,SE,BLAIR TER S AND S GRAHAM ST,0,"(47.54605702300006, -122.26435141299999)", ,NONE
1370412,12492,1276062.105909999925643,222665.150620000000345,30738,13,45526,CNTRL,17TH AVE S AND S WASHINGTON ST,0,"(47.60084154000003, -122.31026739299995)", ,NONE
1370413,6908,1263477.15409000008367,247650.385589999990771,25313,13,12313,BLRD-NW,6TH AVE NW AND NW MARKET E ST,1,"(47.66865120400007, -122.36328131699997)", ,NONE
1370414,12757,1270347.360050000017509,220745.410200000012992,30539,13,44707,GRDWM,OCCIDENTAL AVE S AND RAILROAD WAY S,0,"(47.59527657600006, -122.33327499899997)", ,NONE
1370415,2858,1273988.317240000003949,267580.729799999971874,35881,13,220317,N-NW,NE 131ST PL AND DEAD END,0,"(47.72384452000006, -122.32219352599998)", ,NONE
1370416,13437,1254215.260710000060499,216740.352400000003399,30907,13,47304,SW,HUGHES AVE SW AND SW COLLEGE ST,0,"(47.58341829500006, -122.39831288999994)", ,NONE
1370417,7920,1274633.649209999945015,244220.929709999996703,27073,13,23113,NE,ROOSEVELT WAY NE AND NE 43RD N ST,1,"(47.65985017300005, -122.31774151099995)", ,NONE
1370418,6889,1276143.308339999988675,247692.729519999993499,26012,13,15552,NE,15TH AVE NE AND NE 56TH ST,2,"(47.66944596600007, -122.311887233)", ,NONE
1370419,7896,1281913.013310000067577,244327.650729999993928,27399,13,25510,NE,37TH AVE NE AND NE 44TH ST,0,"(47.66052377700004, -122.28821593999999)", ,NONE
1370420,18211,1271074.226479999953881,194391.991160000005038,35192,13,78708,GRDWM,5TH AVE S AND S HENDERSON ST,0,"(47.52308135100003, -122.32825499699999)", ,NONE
1370421,8348,1263306.513959999894723,242737.943209999997634,26660,13,21175,LKUN-BLRD,6TH AVE NW AND NW BOWDOIN PL,0,"(47.65517717600005, -122.36357731699997)", ,NONE
1370422,3921,1280266.853180000092834,259881.122490000008838,37615,13,234107,N,29TH AVE NE AND NE 103RD ST,0,"(47.703070154000045, -122.29609439799998)", ,NONE
1370423,19718,1287469.583169999998063,186575.89157000000705,38337,13,306736,SE,57TH AVE S AND S LEO E ST,0,"(47.50251097700004, -122.26132306099998)", ,NONE
1370424,9797,1255218.645789999980479,236659.415210000006482,27691,13,27714,MGNL-QA,CONDON WAY W AND W BOSTON ST,3,"(47.63807081600004, -122.39588672899998)", ,NONE
1370425,12111,1273697.885749999899417,225036.380059999995865,29841,13,40375,E,E JAMES ST AND DEAD END,0,"(47.60721624200005, -122.32003419799997)", ,NONE
1370426,4785,1258716.785960000008345,255929.518520000012359,36981,13,230353,BLRD,21ST AVE NW AND NW 86TH ST,0,"(47.69108263700008, -122.38327454299997)", ,NONE
1370427,14762,1254314.980389999924228,211298.141319999995176,31965,13,54536,SW,51ST AVE SW AND SW ANDOVER ST,0,"(47.56850716200006, -122.39746075)", ,NONE
1370428,19692,1259082.3959399999585,186711.412600000010571,38367,13,311539,SW,35TH AVE SW AND SW 114TH ST,3,"(47.50138039700005, -122.37615623699998)", ,NONE
1370429,4020,1269746.706220000050962,259480.240320000011707,37296,13,232122,NW,WOODLAWN AVE N AND N 100TH ST,0,"(47.701415190000034, -122.33877974999996)", ,NONE
1370430,13679,1275471.356210000114515,215440.780430000013439,31601,13,52713,GRDWM,16TH AVE S AND S BAYVIEW ST,0,"(47.581008549000046, -122.31209879699998)", ,NONE
1370431,17109,1256070.366239999886602,200135.598720000009052,33902,13,68717,SW,WOODSIDE PL SW AND SW OTHELLO ST,0,"(47.53800898500003, -122.38943723799997)", ,NONE
1370432,9804,1253284.666399999987334,236604.917669999995269,27520,13,26331,MGNL-QA,36TH AVE W AND VIEWMONT WAY W,3,"(47.63781352700005, -122.40372522199999)", ,NONE
1370433,10918,1265743.638319999910891,231524.013470000005327,28917,13,35705,MGNL-QA,2ND AVE N AND MERCER ST,1,"(47.624572741000065, -122.35279216099997)", ,HALFPED
1370434,13924,1276136.419130000052974,214278.125709999992978,31640,13,52753,GRDWM,18TH AVE S AND S FOREST ST,0,"(47.577856729000075, -122.30931426599994)", ,NONE
1370435,9026,1262131.529510000022128,239722.896039999992354,27858,13,28502,MGNL-QA,8TH AVE W AND W BARRETT W ST,0,"(47.646848961000046, -122.36809996299996)", ,NONE
1370436,16434,1279522.348860000027344,203339.666820000013104,33280,13,65336,GRDWM,SHAFFER AVE S AND S RAYMOND ST,0,"(47.548051642000075, -122.29475701399997)", ,NONE
1370437,17993,1273067.125040000071749,195585.101179999997839,35095,13,78132,GRDWM,10TH AVE S AND S CLOVERDALE ST,1,"(47.52645748000003, -122.32028400599995)", ,NONE
1370438,3411,1283840.453440000070259,263221.70105999999214,36820,13,228529,N,SAND POINT WAY NE AND NE 115TH ST,2,"(47.71241194300006, -122.28183888899997)", ,NONE
1370439,17296,1257232.750629999907687,199045.05126000000746,33821,13,68340,SW,41ST AVE SW AND SW AUSTIN ST,0,"(47.53508420000003, -122.38464337299996)", ,NONE
1370440,8037,1255340.579360000090674,243814.980270000000019,26544,13,20568,MGNL-QA,W ELMORE ST AND DEAD END 1,0,"(47.65769044600006, -122.39598156099999)", ,NONE
1370441,12837,1280197.681210000067949,220254.064279999991413,30653,13,45327,CNTRL,30TH AVE S AND S CHARLES ST,0,"(47.594449101000066, -122.29332222899995)", ,NONE
1370442,11869,1281297.890110000036657,226500.226969999988796,30279,13,42577,CNTRL,34TH AVE AND E SPRING ST,3,"(47.61162696200006, -122.28934300199995)", ,NONE
1370443,8499,1274087.652920000022277,242293.410219999990659,27136,13,23259,NE,8TH AVE NE AND NE NORTHLAKE WAY,1,"(47.65453799900007, -122.31980563099995)", ,NONE
1370444,13899,1281681.834049999946728,214349.600399999995716,30865,13,46725,SE,MOUNT ST HELENS PL S AND S MCCLELLAN ST,0,"(47.578341984000076, -122.28685635599999)", ,NONE
1370445,12167,1274816.240440000081435,224643.12155999999959,29807,13,40335,CNTRL,13TH AVE AND E JEFFERSON ST,3,"(47.60619746400005, -122.31547073999997)", ,NONE
1370446,7304,1272076.626739999977872,246150.237099999998463,25871,13,14726,LKUN-NW,1ST AVE NE AND NE 50TH ST,1,"(47.66500266400004, -122.32826780399995)", ,NONE
1370447,14084,1272007.723569999914616,213525.071250000008149,31384,13,51724,GRDWM,6TH AVE S AND S HANFORD ST,2,"(47.57557432200008, -122.32597945799995)", ,NONE
1370448,19407,1257086.753569999942556,188190.002039999992121,38025,13,300335,SW,42ND AVE SW AND SW 109TH ST,0,"(47.50532315100003, -122.38434868499996)", ,NONE
1370449,17499,1255505.295649999985471,198055.636609999986831,33922,13,68741,SW,46TH AVE SW AND SW KENYON ST,0,"(47.53227661000005, -122.39155392799995)", ,NONE
1370450,3437,1284389.081410000100732,263055.02970000001369,36776,13,228305,N,DURLAND PL NE AND DEAD END,0,"(47.711983384000064, -122.27959802199996)", ,NONE
1370451,9025,1261820.054059999994934,239728.033449999988079,27859,13,28503,MGNL-QA,9TH AVE W AND W BARRETT ST,2,"(47.64684600700008, -122.36936375199997)", ,NONE
1370452,4633,1268267.604529999895021,256607.304889999999432,37352,13,232336,NW,AURORA AVE N AND N 89TH ST,1,"(47.69346113300003, -122.34455635899997)", ,NONE
1370453,6206,1265958.377520000096411,250040.741039999993518,25584,13,13508,NW,FRANCIS AVE N AND N 64TH ST,0,"(47.67533782700008, -122.35340459999998)", ,NONE
1370454,3920,1284214.207810000050813,259891.303099999990081,37787,13,235105,N,45TH AVE NE AND NE 104TH PL,0,"(47.70330261300006, -122.280066654)", ,NONE
1370455,8590,1253159.261979999952018,241882.02768999998807,26367,13,19314,MGNL-QA,37TH AVE W AND W RUFFNER ST,0,"(47.65227062400004, -122.40467080799999)", ,NONE
1370456,9679,1262855.132200000109151,237062.34487000000081,27820,13,28307,MGNL-QA,6TH AVE W AND W MCGRAW ST,3,"(47.63959606100008, -122.36495015699995)", ,NONE
1370457,6070,1281177.717560000019148,250571.040180000010878,24693,13,6347,NE,34TH AVE NE AND NE 68TH ST,0,"(47.677598716000034, -122.29167929399995)", ,NONE
1370458,7384,1282546.369089999934658,245918.671789999993052,26236,13,16718,NE,39TH ER AVE NE AND NE 50TH ST,0,"(47.664917556000034, -122.28576810599998)", ,NONE
1370459,15381,1279124.972599999979138,208036.921739999990677,32499,13,58383,GRDWM,S ALASKA PL AND DEAD END 1,0,"(47.56090610100006, -122.29672744399994)", ,NONE
1370460,5087,1274209.369399999966845,254578.20561999999336,24390,13,5119,N,8TH AVE NE AND NE 82ND ST,0,"(47.68821673600007, -122.32027490499996)", ,NONE
1370461,13613,1256437.716520000016317,215882.859150000003865,31153,13,48711,SW,45TH AVE SW AND SW ADMIRAL WAY,2,"(47.58119150400006, -122.38923919099994)", ,NONE
1370462,10203,1262111.410729999886826,234862.996639999997569,27969,13,28743,MGNL-QA,8 LOWER AVE W AND W GARFIELD ST,0,"(47.63352715700006, -122.36778846799996)", ,NONE
1370463,5167,1268898.14558000001125,254213.51545000000624,24228,13,4114,NW,STONE AVE N AND N 80TH ST,2,"(47.686933777000036, -122.341805997)", ,NONE
1370464,7502,1268045.345840000081807,245454.323379999987083,25675,13,13739,LKUN,GREEN LAKE WAY N AND WOODLAND PARK AVE N,1,"(47.66287934700006, -122.34456940599995)", ,NONE
1370465,11774,1278010.436149999964982,227042.270879999996396,30027,13,41151,CNTRL,23RD AVE AND E UNION ST,1,"(47.612941413000044, -122.30271037299997)", ,CITY
1370466,8701,1250578.845470000058413,241466.829739999986487,26422,13,19722,MGNL-QA,45TH AVE W AND DEAD END 1,0,"(47.65098769000008, -122.41510355599996)", ,NONE
1370467,4583,1285885.264710000017658,256863.320000000006985,37854,13,235451,NE,51ST AVE NE AND DEAD END 4,0,"(47.69508882300005, -122.27305111199996)", ,NONE
1370468,17925,1285152.429629999911413,195885.286779999994906,35234,13,80130,SE,50TH AVE S AND S THISTLE ST,0,"(47.52790989700003, -122.27139961799998)", ,NONE
1370469,4034,1273599.538480000104755,259372.270779999991646,37485,13,233118,N,5TH AVE NE AND NE 100TH ST,2,"(47.70132478800008, -122.323127221)", ,CITY
1370470,16489,1263470.9015500000678,203095.978120000014314,32969,13,62324,DLRD,21ST AVE SW AND SW GRAHAM ST,0,"(47.54652951400004, -122.35972030199997)", ,NONE
1370471,3055,1279958.765630000038072,265805.150399999984074,36603,13,227105,N,28TH AVE NE AND NE 125TH ST,1,"(47.719291756000075, -122.29780321899995)", ,NONE
1370472,14645,1257496.456479999935254,211845.014159999991534,31863,13,54153,SW,41ST AVE SW AND SW CHARLESTOWN W ST,0,"(47.57018263500004, -122.38462050599998)", ,NONE
1370473,18212,1266194.472490000072867,194391.616890000004787,35039,13,77711,DLRD,10TH AVE SW AND SW HENDERSON ST,2,"(47.52281875500006, -122.34800081199995)", ,NONE
1370474,4450,1272254.737969999900088,257422.207419999991544,37578,13,233713,N,1ST AVE NE AND NE 92ND ST,2,"(47.69590823800007, -122.32843378399997)", ,NONE
1370475,4958,1280842.288440000033006,255181.299900000012713,37685,13,234351,NE,32ND AVE NE AND NE 85TH ST,0,"(47.69021795700007, -122.29339569499996)", ,NONE
1370476,12441,1275424.238390000071377,222985.622169999987818,30407,13,44116,CNTRL,15TH AVE AND E YESLER WAY,2,"(47.60168635900004, -122.31287736499996)", ,NONE
1370477,11423,1265975.94653999991715,228969.526940000010654,29666,13,39521,DWNTN,2ND AVE AND BROAD ST,1,"(47.61758357700006, -122.35164593499996)", ,CITY
1370478,13763,1271848.436280000023544,215073.248400000011316,31389,13,51853,GRDWM,5TH PL S AND S LANDER ST,2,"(47.579809365000074, -122.32674637499997)", ,NONE
1370479,12591,1278032.948030000086874,222058.196889999991981,30757,13,45548,CNTRL,23RD AVE S AND S JACKSON ST,1,"(47.59928129300005, -122.30223345099995)", ,CITY
1370480,12094,1281252.54098999989219,225156.256670000002487,30306,13,42711,CNTRL,34TH AVE AND E CHERRY ST,3,"(47.607940789000054, -122.28942373399997)", ,NONE
1370481,12763,1275457.777969999937341,220717.932440000004135,30450,13,44316,GRDWM,POPLAR PL S AND S DEAN ST,0,"(47.59547242600007, -122.31256477099998)", ,NONE
1370482,12262,1272966.743599999928847,224004.459419999999227,29834,13,40366,E,TERRACE ST AND DEAD END 2,0,"(47.604349013000046, -122.32291658899999)", ,NONE
1370483,3434,1271312.922419999958947,263084.174019999976736,36574,13,226707,NW,N 114TH ST AND DEAD END,0,"(47.71137724000005, -122.33270544399994)", ,NONE
1370484,12389,1275754.735159999923781,223341.362579999986337,30725,13,45509,CNTRL,16TH AVE AND E FIR W ST,0,"(47.60267884900003, -122.31156567899995)", ,NONE
1370485,13344,1279259.0874199999962,217306.984339999995427,31422,13,52129,SE,28TH AVE S AND S HOLGATE W ST,0,"(47.58632229300008, -122.29689835199997)", ,NONE
1370486,7659,1254512.372770000016317,245035.109809999994468,26328,13,19102,MGNL-QA,33RD AVE W AND DEAD END S,0,"(47.660988571000075, -122.39944226499995)", ,NONE
1370487,4959,1281502.566210000077263,255163.330229999992298,37949,13,235756,NE,35TH AVE NE AND NE 85TH ST,2,"(47.69020301200004, -122.29071387799996)", ,CITY
1370488,7088,1259124.035110000055283,247061.41714000000502,25162,13,11314,BLRD,RUSSELL AVE NW AND NW CENTRAL PL,0,"(47.66679827300004, -122.38089725299994)", ,NONE
1370489,6955,1254141.159710000036284,247509.321389999997336,25068,13,10305,BLRD,34TH AVE NW AND NW 54TH ST,2,"(47.66774945900005, -122.40115287199995)", ,NONE
1370490,12665,1272389.238579999888316,221521.631380000006175,30525,13,44560,DWNTN,MAYNARD AVE S AND S WELLER ST,0,"(47.597512976000075, -122.32506204099997)", ,NONE
1370491,4527,1260552.354340000078082,257048.031160000013188,37247,13,231723,BLRD,HOLMAN RD NW AND NW 90TH ST,1,"(47.69424950300004, -122.37591401299994)", ,NONE
1370492,12803,1274039.165240000002086,220345.05973000000813,491336,13,44465,GRDWM,I90 EB AND I5 NB - I90 EB ON RP,5,"(47.594375494000076, -122.31828403199995)", ,NONE
1370493,5831,1267967.217459999956191,251552.218040000007022,24342,13,4731,NW,AURORA AVE N AND N 70TH ST,1,"(47.67958919900008, -122.34537258199998)", ,NONE
1370494,11623,1278351.947320000035688,227900.486810000002151,30000,13,41123,CNTRL,24TH AVE AND E PINE ST,0,"(47.61531164200005, -122.30139242299998)", ,NONE
1370495,13135,1255891.395109999924898,218426.63823000001139,31114,13,48514,SW,47TH AVE SW AND SW MASSACHUSETTS ST,0,"(47.58813352100003, -122.39166100699998)", ,NONE
1370496,8123,1281634.873660000041127,243569.675179999991087,27414,13,25525,NE,36TH AVE NE AND NE 41ST ST,3,"(47.658431750000034, -122.28928622999996)", ,NONE
1370497,8289,1256236.109350000042468,242885.027499999996508,26535,13,20557,MGNL-QA,WILLIAMS AVE W AND DEAD END,0,"(47.65519130700005, -122.39227203799999)", ,NONE
1370498,13581,1258456.664869999978691,216085.57428999998956,31054,13,48310,SW,39TH AVE SW AND SW GRAYSON ST,0,"(47.58185873700006, -122.38107701999996)", ,NONE
1370499,13381,1277764.654649999924004,217033.904790000000503,31546,13,52539,SE,23RD AVE S AND S PLUM ST,1,"(47.58549571200007, -122.30293183299995)", ,NONE
1370500,7352,1277948.78777000005357,246000.285100000008242,26059,13,15730,NE,22ND AVE NE AND NE 50TH ST,3,"(47.664901859000054, -122.30442943799994)", ,NONE
1370501,15442,1283687.821890000021085,207822.115460000000894,32612,13,59354,SE,44TH AVE S AND S ALASKA ST,0,"(47.56055366900006, -122.27823388599995)", ,NONE
1370502,46400,1269638.381359999999404,200174.04146999999648,286960,13,70469,GRDWM,1ST AVE S AND DUWAMISH RIVER TRL,0,"(47.53885317000004, -122.33452160299998)", ,NONE
1370503,9419,1258354.56593000004068,238033.767339999991236,27591,13,27126,MGNL-QA,21ST AVE W AND ELLIOTT BAY TRL,0,"(47.64201165700007, -122.38328161199996)", ,NONE
1370504,9373,1276788.816949999891222,238184.094630000006873,493059,13,31615,NE,SR520 EB MONTLAKE BV OFF RP AND SR520 EB,4,"(47.64341693600005, -122.30852807399998)", ,NONE
1370505,6415,1270319.042609999887645,249360.717239999998128,25475,13,13105,LKUN-NW,KIRKWOOD PL N AND EAST GREEN LAKE WAY N,2,"(47.67370865100003, -122.33565361199999)", ,NONE
1370506,12902,1269779.902259999886155,219706.704529999988154,547741,13,43302,GRDWM,S ROYAL BROUGHAM WAY AND EAST FRONTAGE RD S,1,"(47.592399174000036, -122.33549223199998)", ,CITY
1370507,12669,1281378.300479999976233,221505.683859999990091,35513,13,146531,CNTRL,S KING ST AND DEAD END 2,0,"(47.59794109100005, -122.28863417199995)", ,NONE
1370508,14953,1252712.544029999990016,210472.520590000000084,31752,13,53324,SW,56TH AVE SW AND HILLCREST AVE SW,0,"(47.566154734000065, -122.40388229499996)", ,NONE
1370509,2801,1270713.833009999943897,268075.53479000000516,35759,13,219306,NW,N 133RD ST AND DEAD END,0,"(47.72502631900005, -122.335534183)", ,NONE
1370510,17902,1281047.839039999991655,195953.71864999999525,35335,13,80520,GRDWM,BEACON WR AVE S AND S THISTLE S ST,3,"(47.52788599100006, -122.28801579999998)", ,NONE
1370511,7642,1255878.262050000019372,245067.427499999990687,26486,13,20505,MGNL-QA,28TH PL W AND GILMAN AVE W,2,"(47.66115321500007, -122.39390328099995)", ,NONE
1370512,4299,1269493.59645999991335,258162.852030000009108,37322,13,232306,NW,ASHWORTH AVE N AND N 95TH ST,0,"(47.69779070900006, -122.33970275399997)", ,NONE
1370513,14134,1277344.29804000002332,213243.913869999989402,31669,13,52783,GRDWM,22ND AVE S AND S HANFORD ST,0,"(47.57508536600005, -122.30434131999999)", ,NONE
1370514,11831,1271215.072309999959543,226663.027869999990799,29896,13,40552,E,9TH AVE AND HUBBELL PL,3,"(47.61154290500008, -122.33022540399998)", ,NONE
1370515,9334,1260983.920170000055805,238323.399589999986347,27924,13,28652,MGNL-QA,12 LOWER AVE W AND W RAYE ST,0,"(47.64295019200006, -122.37264120999998)", ,NONE
1370516,10363,1272386.144050000002608,234196.930980000004638,29081,13,36502,LKUN,EASTLAKE AVE E AND FAIRVIEW AVE N,1,"(47.63225547800005, -122.32607101999997)", ,CITY
1370517,10367,1272661.008179999887943,234191.941279999999097,29080,13,36501,LKUN,FRANKLIN AVE E AND E GALER ST,0,"(47.63225641100007, -122.32495605399998)", ,NONE
1370518,9308,1263219.618090000003576,238380.544939999992494,27787,13,28131,MGNL-QA,5TH AVE W AND W RAYE N ST,0,"(47.64322905200004, -122.36357828899997)", ,NONE
1370519,10921,1266065.304879999952391,231516.650909999996657,28916,13,35704,MGNL-QA,3RD AVE N AND MERCER ST,1,"(47.624569963000056, -122.35148741499995)", ,CITY
1370520,16390,1284310.729539999971166,203576.599939999985509,33529,13,66343,SE,S KENNY ST AND DEAD END 1,0,"(47.54894870000004, -122.27538924899994)", ,NONE
1370521,9859,1255619.98210999998264,236409.460389999992913,27707,13,27730,MGNL-QA,29TH AVE W AND W CROCKETT ST,0,"(47.63740803500008, -122.39423859499999)", ,NONE
1370522,8736,1266640.677420000080019,241275.201449999993201,27027,13,22723,LKUN,FREMONT AVE N AND N 36TH ST,2,"(47.65134880900007, -122.34993445299995)", ,CITY
1370523,5195,1273200.83871000004001,254082.105530000000726,24538,13,5524,N,4TH AVE NE AND NE 80TH ST,2,"(47.68680344900008, -122.32432988)", ,NONE
1370524,13592,1252499.886879999889061,215994.077840000012657,30924,13,47325,SW,57TH AVE SW AND ALKI AVE SW,2,"(47.58127697800006, -122.40520030299996)", ,NONE
1370525,17493,1281054.145079999929294,198089.627009999996517,34575,13,73731,GRDWM,35TH AVE S AND S HOLDEN ST,0,"(47.53374084700005, -122.28815370599995)", ,NONE
1370526,10226,1255582.618659999920055,234814.090150000003632,27746,13,27780,MGNL-QA,29TH AVE W AND W EATON ST,0,"(47.63303316900004, -122.39425887099998)", ,NONE
1370527,6840,1278107.190840000053868,247853.201070000010077,337116,13,15662,NE,RAVENNA AVE NE AND NE 58TH ST,0,"(47.669988972000056, -122.30393039499995)", ,NONE
1370528,5403,1268216.887339999899268,253170.421689999988303,24310,13,4549,NW,AURORA AVE N AND N 76TH ST,1,"(47.68403806500004, -122.34448823799994)", ,NONE
1370529,5405,1270963.903789999894798,253162.545340000011493,24256,13,4144,NW,ORIN CT N AND N 75TH ST,0,"(47.68416380100007, -122.33333738699997)", ,NONE
